Id,Target
011acdc6-bba0-11e8-b2b9-ac1f6b6435d0,7 0
011def6e-bbb5-11e8-b2ba-ac1f6b6435d0,1 0
012c2c02-bba4-11e8-b2b9-ac1f6b6435d0,2 0
01314a58-bba3-11e8-b2b9-ac1f6b6435d0,6 9 10
013f0f3a-bbad-11e8-b2ba-ac1f6b6435d0,7 0
0142ac38-bbb9-11e8-b2ba-ac1f6b6435d0,0
0142f5bc-bbc8-11e8-b2bc-ac1f6b6435d0,1 0
01453738-bbb8-11e8-b2ba-ac1f6b6435d0,0
0148ee6a-bba3-11e8-b2b9-ac1f6b6435d0,4
014927fe-bb9e-11e8-b2b9-ac1f6b6435d0,7
0158f3d6-bb9f-11e8-b2b9-ac1f6b6435d0,7 0
015ed0d8-bbbf-11e8-b2ba-ac1f6b6435d0,5
015f63c8-bba5-11e8-b2ba-ac1f6b6435d0,0
018004a0-bbb1-11e8-b2ba-ac1f6b6435d0,3
0189cff8-bbc0-11e8-b2bb-ac1f6b6435d0,4
018bc484-bba7-11e8-b2ba-ac1f6b6435d0,7
018dd9a2-bbc2-11e8-b2bb-ac1f6b6435d0,6
01939a1a-bbc5-11e8-b2bc-ac1f6b6435d0,5
019687da-bbb0-11e8-b2ba-ac1f6b6435d0,5
01b500a4-bb9a-11e8-b2b9-ac1f6b6435d0,1 4 2 0
01b54382-bb9c-11e8-b2b9-ac1f6b6435d0,2
01b79bd0-bba3-11e8-b2b9-ac1f6b6435d0,4
01bc4dc6-bbbf-11e8-b2ba-ac1f6b6435d0,2
01bc5bf4-bbc4-11e8-b2bc-ac1f6b6435d0,7
01cd718c-bbc9-11e8-b2bc-ac1f6b6435d0,0
01d2d5c4-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
01d7fd92-bb9b-11e8-b2b9-ac1f6b6435d0,7
01da7d44-bbad-11e8-b2ba-ac1f6b6435d0,7
01dfa77a-bba2-11e8-b2b9-ac1f6b6435d0,0
01e8a3e4-bbbf-11e8-b2ba-ac1f6b6435d0,2 0
01eea150-bba5-11e8-b2ba-ac1f6b6435d0,3
01f3e0da-bb9f-11e8-b2b9-ac1f6b6435d0,1
01f8f48c-bbb1-11e8-b2ba-ac1f6b6435d0,7
02056070-bba5-11e8-b2ba-ac1f6b6435d0,7 1 4
0207bdcc-bbb7-11e8-b2ba-ac1f6b6435d0,6 0
02178fc0-bbaf-11e8-b2ba-ac1f6b6435d0,7 0
0217b490-bb9c-11e8-b2b9-ac1f6b6435d0,3
02199b60-bbc0-11e8-b2bb-ac1f6b6435d0,1 2
021eacc4-bba0-11e8-b2b9-ac1f6b6435d0,2
02261342-bbb4-11e8-b2ba-ac1f6b6435d0,0
02271820-bbad-11e8-b2ba-ac1f6b6435d0,0
022810e2-bbb5-11e8-b2ba-ac1f6b6435d0,2
0228a6e2-bba6-11e8-b2ba-ac1f6b6435d0,5
0230e7d0-bba1-11e8-b2b9-ac1f6b6435d0,5 0
023bd202-bbb6-11e8-b2ba-ac1f6b6435d0,7 1 0
0240e7f6-bbac-11e8-b2ba-ac1f6b6435d0,6
0241af90-bba4-11e8-b2b9-ac1f6b6435d0,7
0241b984-bb9c-11e8-b2b9-ac1f6b6435d0,2
0246331e-bbc0-11e8-b2bb-ac1f6b6435d0,4
0250e242-bb9c-11e8-b2b9-ac1f6b6435d0,2
0258949a-bb9e-11e8-b2b9-ac1f6b6435d0,7
0264fdd4-bbb7-11e8-b2ba-ac1f6b6435d0,4
026777cc-bb9d-11e8-b2b9-ac1f6b6435d0,0
0271c9e4-bbab-11e8-b2ba-ac1f6b6435d0,6
0278970a-bbb6-11e8-b2ba-ac1f6b6435d0,0
027c2e8a-bb9b-11e8-b2b9-ac1f6b6435d0,5
027c9b12-bbc4-11e8-b2bc-ac1f6b6435d0,3 0
0288d6f4-bbc2-11e8-b2bb-ac1f6b6435d0,4
028a827a-bba8-11e8-b2ba-ac1f6b6435d0,2
028cb8d2-bb9f-11e8-b2b9-ac1f6b6435d0,5
028ccf80-bba8-11e8-b2ba-ac1f6b6435d0,2 0
0296a1ae-bbbc-11e8-b2ba-ac1f6b6435d0,2 0
029df10a-bbaf-11e8-b2ba-ac1f6b6435d0,4
029f7ac0-bbb9-11e8-b2ba-ac1f6b6435d0,3
02a13382-bbb0-11e8-b2ba-ac1f6b6435d0,0
02aa71e0-bba1-11e8-b2b9-ac1f6b6435d0,0
02b03bfc-bbc4-11e8-b2bc-ac1f6b6435d0,2
02b8f364-bbba-11e8-b2ba-ac1f6b6435d0,2
02bd4566-bbad-11e8-b2ba-ac1f6b6435d0,7 0
02c1d584-bb9b-11e8-b2b9-ac1f6b6435d0,7 0
02c5ae5e-bbb2-11e8-b2ba-ac1f6b6435d0,5
02d2c686-bbb5-11e8-b2ba-ac1f6b6435d0,0
02dca032-bba3-11e8-b2b9-ac1f6b6435d0,0
02e27b14-bba9-11e8-b2ba-ac1f6b6435d0,1
02e42082-bbad-11e8-b2ba-ac1f6b6435d0,6
02fb44fc-bbac-11e8-b2ba-ac1f6b6435d0,6
02fefb04-bbc7-11e8-b2bc-ac1f6b6435d0,1 4
0312336a-bba7-11e8-b2ba-ac1f6b6435d0,1 4
0317d17a-bba8-11e8-b2ba-ac1f6b6435d0,7
0325d998-bb9c-11e8-b2b9-ac1f6b6435d0,1 2 0
03296fa0-bbbe-11e8-b2ba-ac1f6b6435d0,7
032ae03c-bbc9-11e8-b2bc-ac1f6b6435d0,7 0
03339d62-bba6-11e8-b2ba-ac1f6b6435d0,7 2 0
03371f58-bbc6-11e8-b2bc-ac1f6b6435d0,2 0
033c214a-bbb4-11e8-b2ba-ac1f6b6435d0,6
03451a40-bbb2-11e8-b2ba-ac1f6b6435d0,4
034a37f8-bbc3-11e8-b2bc-ac1f6b6435d0,5
03561dea-bbb2-11e8-b2ba-ac1f6b6435d0,4
0357ecb4-bbae-11e8-b2ba-ac1f6b6435d0,7 0
0358b00a-bba8-11e8-b2ba-ac1f6b6435d0,6 0
0359527c-bbbb-11e8-b2ba-ac1f6b6435d0,3
036bdf66-bbc8-11e8-b2bc-ac1f6b6435d0,2
03722b08-bbb6-11e8-b2ba-ac1f6b6435d0,2 0
03763b06-bb9f-11e8-b2b9-ac1f6b6435d0,7
037f4612-bbca-11e8-b2bc-ac1f6b6435d0,1 4
03834516-bbc8-11e8-b2bc-ac1f6b6435d0,2
0386c70e-bbc3-11e8-b2bc-ac1f6b6435d0,0
038f6bd0-bba9-11e8-b2ba-ac1f6b6435d0,3
0391ab0a-bbb5-11e8-b2ba-ac1f6b6435d0,6 1
0392f4c4-bbba-11e8-b2ba-ac1f6b6435d0,6
039399fc-bbaa-11e8-b2ba-ac1f6b6435d0,2
0396a062-bbc7-11e8-b2bc-ac1f6b6435d0,7
039ba28a-bbb6-11e8-b2ba-ac1f6b6435d0,7 0
03a36c00-bba6-11e8-b2ba-ac1f6b6435d0,3 0
03a7f40c-bbb8-11e8-b2ba-ac1f6b6435d0,7
03a96d16-bbbb-11e8-b2ba-ac1f6b6435d0,2 0
03aaa7cc-bbab-11e8-b2ba-ac1f6b6435d0,5 0
03add00c-bb9a-11e8-b2b9-ac1f6b6435d0,0
03ae7490-bba8-11e8-b2ba-ac1f6b6435d0,4
03b53f4a-bbb3-11e8-b2ba-ac1f6b6435d0,0
03d00c42-bbba-11e8-b2ba-ac1f6b6435d0,4
03d05b86-bba4-11e8-b2b9-ac1f6b6435d0,7
03d25c28-bbaf-11e8-b2ba-ac1f6b6435d0,3
03d4613a-bbb4-11e8-b2ba-ac1f6b6435d0,5 0
03d77058-bbac-11e8-b2ba-ac1f6b6435d0,4
03da48a0-bbca-11e8-b2bc-ac1f6b6435d0,2 0
03dd0446-bbc5-11e8-b2bc-ac1f6b6435d0,2 0
03e0add8-bbae-11e8-b2ba-ac1f6b6435d0,6
03ec3e0c-bbca-11e8-b2bc-ac1f6b6435d0,0
03f6a278-bbc7-11e8-b2bc-ac1f6b6435d0,2
03fdc770-bbad-11e8-b2ba-ac1f6b6435d0,7
03ff022c-bbc4-11e8-b2bc-ac1f6b6435d0,0
03ff65ee-bbc6-11e8-b2bc-ac1f6b6435d0,2
040b473c-bbc7-11e8-b2bc-ac1f6b6435d0,7
040fb954-bba7-11e8-b2ba-ac1f6b6435d0,0
0411e646-bbc2-11e8-b2bb-ac1f6b6435d0,0
0412456c-bba6-11e8-b2ba-ac1f6b6435d0,0
04124d46-bbb5-11e8-b2ba-ac1f6b6435d0,5 2 0
0419ecaa-bb9b-11e8-b2b9-ac1f6b6435d0,2
041a316a-bbc8-11e8-b2bc-ac1f6b6435d0,3
041fa5c4-bba9-11e8-b2ba-ac1f6b6435d0,7
0427ebb2-bbb8-11e8-b2ba-ac1f6b6435d0,7 0
042b856a-bb9a-11e8-b2b9-ac1f6b6435d0,0
043798f6-bb9e-11e8-b2b9-ac1f6b6435d0,0
04382906-bba3-11e8-b2b9-ac1f6b6435d0,2 0
04494456-bbb3-11e8-b2ba-ac1f6b6435d0,0
044e4cd2-bba2-11e8-b2b9-ac1f6b6435d0,0
0462f3c6-bba7-11e8-b2ba-ac1f6b6435d0,0
0468fef4-bbc7-11e8-b2bc-ac1f6b6435d0,6
0470db52-bbad-11e8-b2ba-ac1f6b6435d0,5 0
04735e12-bba4-11e8-b2b9-ac1f6b6435d0,3 0
047f68c6-bbbb-11e8-b2ba-ac1f6b6435d0,0
048af3d0-bbb6-11e8-b2ba-ac1f6b6435d0,7 2 0
048ef882-bbb0-11e8-b2ba-ac1f6b6435d0,0
048fbd34-bb9d-11e8-b2b9-ac1f6b6435d0,5
0494ea52-bba2-11e8-b2b9-ac1f6b6435d0,7
0497a9cc-bbca-11e8-b2bc-ac1f6b6435d0,0
04a96654-bbc4-11e8-b2bc-ac1f6b6435d0,5 0
04aa916a-bbc8-11e8-b2bc-ac1f6b6435d0,1 2
04ad6ce0-bbb0-11e8-b2ba-ac1f6b6435d0,6 0
04b28774-bbac-11e8-b2ba-ac1f6b6435d0,2 0
04b385ca-bbbb-11e8-b2ba-ac1f6b6435d0,3
04b74f22-bbb4-11e8-b2ba-ac1f6b6435d0,2
04bba5b2-bbc4-11e8-b2bc-ac1f6b6435d0,3
04bbd5da-bbad-11e8-b2ba-ac1f6b6435d0,2 0
04c368c4-bba6-11e8-b2ba-ac1f6b6435d0,7
04c49f8c-bba1-11e8-b2b9-ac1f6b6435d0,5
04ca1f26-bbc3-11e8-b2bc-ac1f6b6435d0,7 0
04cdab5e-bbb5-11e8-b2ba-ac1f6b6435d0,5 0
04db2e42-bb9b-11e8-b2b9-ac1f6b6435d0,0
04e022d0-bbb4-11e8-b2ba-ac1f6b6435d0,7
04e6f8f8-bb9b-11e8-b2b9-ac1f6b6435d0,0
04f69cd0-bbc4-11e8-b2bc-ac1f6b6435d0,3 0
04f76528-bbc1-11e8-b2bb-ac1f6b6435d0,0
04fbd60e-bba7-11e8-b2ba-ac1f6b6435d0,0
04fd5b44-bbb3-11e8-b2ba-ac1f6b6435d0,0
0506004a-bbaa-11e8-b2ba-ac1f6b6435d0,4
050a106a-bbc1-11e8-b2bb-ac1f6b6435d0,3 0
050dc2ee-bbaa-11e8-b2ba-ac1f6b6435d0,4
050de920-bba2-11e8-b2b9-ac1f6b6435d0,5
051b0d08-bbc5-11e8-b2bc-ac1f6b6435d0,0
051f96a8-bbab-11e8-b2ba-ac1f6b6435d0,6 9 10
0520b376-bbba-11e8-b2ba-ac1f6b6435d0,0
0522f384-bbbf-11e8-b2ba-ac1f6b6435d0,3 0
05302d60-bbb0-11e8-b2ba-ac1f6b6435d0,4
0535d4cc-bbab-11e8-b2ba-ac1f6b6435d0,0
05418e48-bbbf-11e8-b2ba-ac1f6b6435d0,5
054bea6a-bba0-11e8-b2b9-ac1f6b6435d0,2
054ec024-bba9-11e8-b2ba-ac1f6b6435d0,6
05551280-bba4-11e8-b2b9-ac1f6b6435d0,7 0
0555dcba-bb9f-11e8-b2b9-ac1f6b6435d0,2 0
055696f0-bb9f-11e8-b2b9-ac1f6b6435d0,3 0
055b1084-bbab-11e8-b2ba-ac1f6b6435d0,4
0565553c-bb9f-11e8-b2b9-ac1f6b6435d0,2 0
056995d8-bbaa-11e8-b2ba-ac1f6b6435d0,7
05728bd4-bbc8-11e8-b2bc-ac1f6b6435d0,2 0
05784754-bba0-11e8-b2b9-ac1f6b6435d0,2
057c5860-bbb6-11e8-b2ba-ac1f6b6435d0,7 0
0582608e-bbc0-11e8-b2bb-ac1f6b6435d0,6
059108da-bbc7-11e8-b2bc-ac1f6b6435d0,2 0
05918a74-bba1-11e8-b2b9-ac1f6b6435d0,6
0591f00e-bba6-11e8-b2ba-ac1f6b6435d0,7
059462b0-bbc1-11e8-b2bb-ac1f6b6435d0,8
059bc0b0-bbac-11e8-b2ba-ac1f6b6435d0,1 0
059e4b10-bbb0-11e8-b2ba-ac1f6b6435d0,0
059f53c6-bbc3-11e8-b2bc-ac1f6b6435d0,2 0
05a371ba-bba8-11e8-b2ba-ac1f6b6435d0,7 0
05a37b7c-bbbe-11e8-b2ba-ac1f6b6435d0,0
05ad1932-bbac-11e8-b2ba-ac1f6b6435d0,4
05b95e8c-bbc9-11e8-b2bc-ac1f6b6435d0,6 5
05be40f2-bba4-11e8-b2b9-ac1f6b6435d0,7
05c17e0a-bba6-11e8-b2ba-ac1f6b6435d0,7 0
05c1a918-bbbd-11e8-b2ba-ac1f6b6435d0,3 0
05c5da42-bbae-11e8-b2ba-ac1f6b6435d0,0
05c7f042-bbaa-11e8-b2ba-ac1f6b6435d0,2 0
05caf1fe-bba3-11e8-b2b9-ac1f6b6435d0,2
05dad5a8-bbb0-11e8-b2ba-ac1f6b6435d0,0
05de3e34-bbb3-11e8-b2ba-ac1f6b6435d0,0
05dfc884-bbaf-11e8-b2ba-ac1f6b6435d0,6
05e2335a-bbc6-11e8-b2bc-ac1f6b6435d0,0
05ecf0b6-bbca-11e8-b2bc-ac1f6b6435d0,1 0
05f378c8-bbc5-11e8-b2bc-ac1f6b6435d0,0
05f4b830-bb9a-11e8-b2b9-ac1f6b6435d0,7
0601db06-bbc6-11e8-b2bc-ac1f6b6435d0,4
06096888-bbc3-11e8-b2bc-ac1f6b6435d0,7
060a8378-bbb7-11e8-b2ba-ac1f6b6435d0,2 0
06145226-bba9-11e8-b2ba-ac1f6b6435d0,5
0618ba6c-bbb0-11e8-b2ba-ac1f6b6435d0,4 0
0620aea6-bbbb-11e8-b2ba-ac1f6b6435d0,2 0
06279e66-bbb9-11e8-b2ba-ac1f6b6435d0,2 0
0632ef5c-bbb7-11e8-b2ba-ac1f6b6435d0,0
0634a360-bbbc-11e8-b2ba-ac1f6b6435d0,1 2 0
0643a336-bba0-11e8-b2b9-ac1f6b6435d0,0
06469606-bba3-11e8-b2b9-ac1f6b6435d0,0
0648201e-bbc3-11e8-b2bc-ac1f6b6435d0,2
064998aa-bb9f-11e8-b2b9-ac1f6b6435d0,5
064ee914-bba8-11e8-b2ba-ac1f6b6435d0,1 0
0651f94a-bbb4-11e8-b2ba-ac1f6b6435d0,1
065ae06a-bbb8-11e8-b2ba-ac1f6b6435d0,0
065dc194-bbc8-11e8-b2bc-ac1f6b6435d0,3
06601ec2-bbae-11e8-b2ba-ac1f6b6435d0,0
0662e3fe-bbbe-11e8-b2ba-ac1f6b6435d0,6
06636376-bbc6-11e8-b2bc-ac1f6b6435d0,6
066428f0-bbbd-11e8-b2ba-ac1f6b6435d0,0
066625f2-bb9e-11e8-b2b9-ac1f6b6435d0,0
066e68c4-bbbd-11e8-b2ba-ac1f6b6435d0,0
067818de-bbc6-11e8-b2bc-ac1f6b6435d0,6
06799c40-bbbc-11e8-b2ba-ac1f6b6435d0,0
067c192c-bbb0-11e8-b2ba-ac1f6b6435d0,5 0
0680966c-bba3-11e8-b2b9-ac1f6b6435d0,4
06871d32-bbb9-11e8-b2ba-ac1f6b6435d0,2 0
06918eaa-bbc5-11e8-b2bc-ac1f6b6435d0,6
069310d0-bbb7-11e8-b2ba-ac1f6b6435d0,1
069dcc6c-bbaa-11e8-b2ba-ac1f6b6435d0,0
06a09dfe-bbbc-11e8-b2ba-ac1f6b6435d0,0
06a53340-bbb8-11e8-b2ba-ac1f6b6435d0,0
06af52ca-bba0-11e8-b2b9-ac1f6b6435d0,5 0
06bb2314-bbac-11e8-b2ba-ac1f6b6435d0,4
06bb983c-bbaa-11e8-b2ba-ac1f6b6435d0,2 0
06bd43d8-bbbb-11e8-b2ba-ac1f6b6435d0,6
06bd8d20-bbca-11e8-b2bc-ac1f6b6435d0,2 0
06c8b814-bbb4-11e8-b2ba-ac1f6b6435d0,3
06cfd9be-bbb9-11e8-b2ba-ac1f6b6435d0,2 0
06d620c2-bbae-11e8-b2ba-ac1f6b6435d0,0
06d8e91e-bbb9-11e8-b2ba-ac1f6b6435d0,3
06e2e92c-bbc4-11e8-b2bc-ac1f6b6435d0,1 2 0
06e7b552-bbaa-11e8-b2ba-ac1f6b6435d0,2 0
06ee5df4-bbc2-11e8-b2bb-ac1f6b6435d0,3
06eff580-bbb6-11e8-b2ba-ac1f6b6435d0,1
06f02a3e-bbc3-11e8-b2bc-ac1f6b6435d0,0
06f6d9a2-bbbd-11e8-b2ba-ac1f6b6435d0,2 0
0707cb78-bbb7-11e8-b2ba-ac1f6b6435d0,7
070835b6-bbaf-11e8-b2ba-ac1f6b6435d0,3
070e2440-bbb3-11e8-b2ba-ac1f6b6435d0,0
0710ca6c-bbca-11e8-b2bc-ac1f6b6435d0,7
0716323c-bba1-11e8-b2b9-ac1f6b6435d0,2
0719304a-bbc9-11e8-b2bc-ac1f6b6435d0,5 0
071b0cbe-bbc7-11e8-b2bc-ac1f6b6435d0,5
071f959a-bb9a-11e8-b2b9-ac1f6b6435d0,1 0
071fea5a-bbc6-11e8-b2bc-ac1f6b6435d0,7 5 0
072206c4-bbb6-11e8-b2ba-ac1f6b6435d0,4
07236ef4-bba4-11e8-b2b9-ac1f6b6435d0,7 0
07249288-bbc3-11e8-b2bc-ac1f6b6435d0,5
07307a5e-bbc7-11e8-b2bc-ac1f6b6435d0,0
073083b6-bbac-11e8-b2ba-ac1f6b6435d0,4
07394cbe-bbb4-11e8-b2ba-ac1f6b6435d0,4
07397636-bba9-11e8-b2ba-ac1f6b6435d0,0
073bfd1e-bb9c-11e8-b2b9-ac1f6b6435d0,4 2
073e1034-bbbc-11e8-b2ba-ac1f6b6435d0,1 0
074a8548-bba9-11e8-b2ba-ac1f6b6435d0,2
076356c6-bbaa-11e8-b2ba-ac1f6b6435d0,7
076a3b42-bbb1-11e8-b2ba-ac1f6b6435d0,5
076c5fe2-bbb3-11e8-b2ba-ac1f6b6435d0,5 0
0770dca8-bba8-11e8-b2ba-ac1f6b6435d0,1
0790c096-bbb6-11e8-b2ba-ac1f6b6435d0,7 0
0792db00-bbb7-11e8-b2ba-ac1f6b6435d0,5
07988fd6-bba4-11e8-b2b9-ac1f6b6435d0,0
0798b77e-bba2-11e8-b2b9-ac1f6b6435d0,4
079e6530-bbc9-11e8-b2bc-ac1f6b6435d0,3
07a134ce-bb9a-11e8-b2b9-ac1f6b6435d0,4
07aa3fc0-bbc1-11e8-b2bb-ac1f6b6435d0,4
07b0a1d0-bbad-11e8-b2ba-ac1f6b6435d0,4
07b1bf18-bba6-11e8-b2ba-ac1f6b6435d0,6
07b389bc-bbb3-11e8-b2ba-ac1f6b6435d0,6
07bc902a-bba4-11e8-b2b9-ac1f6b6435d0,5
07ce88e4-bbc6-11e8-b2bc-ac1f6b6435d0,0
07d0a4ec-bbc3-11e8-b2bc-ac1f6b6435d0,0
07d2c0a6-bbaf-11e8-b2ba-ac1f6b6435d0,2 0
07d47338-bbaf-11e8-b2ba-ac1f6b6435d0,4
07d992e2-bba9-11e8-b2ba-ac1f6b6435d0,2 0
07e1f7ee-bbbc-11e8-b2ba-ac1f6b6435d0,2
07e84694-bb9e-11e8-b2b9-ac1f6b6435d0,7 3
07ecd22c-bb9e-11e8-b2b9-ac1f6b6435d0,5
07f5b202-bbad-11e8-b2ba-ac1f6b6435d0,0
07f8e57a-bbae-11e8-b2ba-ac1f6b6435d0,3
07fb5254-bbab-11e8-b2ba-ac1f6b6435d0,3 0
080681c4-bb9c-11e8-b2b9-ac1f6b6435d0,7
08077000-bbc6-11e8-b2bc-ac1f6b6435d0,2 8
08134d22-bb9d-11e8-b2b9-ac1f6b6435d0,2 0
081546f6-bbb9-11e8-b2ba-ac1f6b6435d0,7 1 0
081d22ce-bba8-11e8-b2ba-ac1f6b6435d0,2
0827bad6-bba8-11e8-b2ba-ac1f6b6435d0,1 0
083a984e-bba4-11e8-b2b9-ac1f6b6435d0,7 5
083c112e-bbbd-11e8-b2ba-ac1f6b6435d0,0
083f2828-bbb8-11e8-b2ba-ac1f6b6435d0,0
08428f6e-bb9e-11e8-b2b9-ac1f6b6435d0,3
0842b218-bbae-11e8-b2ba-ac1f6b6435d0,6
0844b6e6-bbac-11e8-b2ba-ac1f6b6435d0,3 0
0844b910-bbc6-11e8-b2bc-ac1f6b6435d0,5
08486a8a-bbc4-11e8-b2bc-ac1f6b6435d0,2 0
0858d008-bb9e-11e8-b2b9-ac1f6b6435d0,3
085da2b4-bba7-11e8-b2ba-ac1f6b6435d0,3
086354a6-bbad-11e8-b2ba-ac1f6b6435d0,2 0
086b22b0-bba0-11e8-b2b9-ac1f6b6435d0,7
086d2040-bbca-11e8-b2bc-ac1f6b6435d0,4
08705684-bbc5-11e8-b2bc-ac1f6b6435d0,6
08745aea-bbb6-11e8-b2ba-ac1f6b6435d0,0
0877a7da-bba3-11e8-b2b9-ac1f6b6435d0,3
0877e2a6-bbc9-11e8-b2bc-ac1f6b6435d0,4
087c9e96-bba0-11e8-b2b9-ac1f6b6435d0,2 0
087f10a4-bb9b-11e8-b2b9-ac1f6b6435d0,3 0
087fa2ba-bbca-11e8-b2bc-ac1f6b6435d0,0
0881079a-bbbb-11e8-b2ba-ac1f6b6435d0,7
0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0,1
089d48be-bba8-11e8-b2ba-ac1f6b6435d0,0
08a14dc8-bba4-11e8-b2b9-ac1f6b6435d0,2 0
08b80082-bba8-11e8-b2ba-ac1f6b6435d0,7 1 2 0
08ba57b0-bba8-11e8-b2ba-ac1f6b6435d0,2 0
08c1e71c-bbbe-11e8-b2ba-ac1f6b6435d0,4
08c296b2-bbaf-11e8-b2ba-ac1f6b6435d0,5 0
08c5a068-bbc4-11e8-b2bc-ac1f6b6435d0,0
08cb8834-bbb0-11e8-b2ba-ac1f6b6435d0,0
08da70dc-bbac-11e8-b2ba-ac1f6b6435d0,5
08edd1ea-bbbb-11e8-b2ba-ac1f6b6435d0,3
08ee4ab0-bbae-11e8-b2ba-ac1f6b6435d0,2 0
08f125f2-bbb6-11e8-b2ba-ac1f6b6435d0,2
08f2e378-bbc6-11e8-b2bc-ac1f6b6435d0,5
08ffe280-bbad-11e8-b2ba-ac1f6b6435d0,7
09049354-bbc4-11e8-b2bc-ac1f6b6435d0,4
0905b28c-bbad-11e8-b2ba-ac1f6b6435d0,1
090a5e88-bbb5-11e8-b2ba-ac1f6b6435d0,6
090df0b8-bbb8-11e8-b2ba-ac1f6b6435d0,7 0
0918d07e-bbc1-11e8-b2bb-ac1f6b6435d0,3
091cb016-bbc8-11e8-b2bc-ac1f6b6435d0,1 2 0
0924c044-bbc3-11e8-b2bc-ac1f6b6435d0,5 0
09290eee-bbb7-11e8-b2ba-ac1f6b6435d0,7 0
092cb4aa-bbb6-11e8-b2ba-ac1f6b6435d0,5 0
092f5d72-bbc5-11e8-b2bc-ac1f6b6435d0,5 0
09324bd2-bba1-11e8-b2b9-ac1f6b6435d0,7
093f1cb2-bbac-11e8-b2ba-ac1f6b6435d0,7
09415404-bba8-11e8-b2ba-ac1f6b6435d0,7 0
09471fae-bbaf-11e8-b2ba-ac1f6b6435d0,2
094a9576-bba0-11e8-b2b9-ac1f6b6435d0,0
0956e14a-bb9c-11e8-b2b9-ac1f6b6435d0,5
0957749e-bb9b-11e8-b2b9-ac1f6b6435d0,2 0
095910c8-bbab-11e8-b2ba-ac1f6b6435d0,5
0962805a-bbc8-11e8-b2bc-ac1f6b6435d0,4
096382fa-bba2-11e8-b2b9-ac1f6b6435d0,7 2 0
0969d07a-bba6-11e8-b2ba-ac1f6b6435d0,0
